Index,year,month,day,latitude,longitude,zon.winds,mer.winds,humidity,air temp.,date
10116,1998,2,28,-1.98,-110.0,-0.8,1.1,80.9,28.5,1998-02-28
27409,1998,2,28,7.95,-180.0,,,,26.61,1998-02-28
10651,1998,2,28,-2.04,-124.9,-2.6,-3.3,89.9,27.12,1998-02-28
11722,1998,2,28,-2.0,-155.0,-0.6,-6.2,82.8,28.2,1998-02-28
5977,1998,2,28,1.96,-125.06,-2.7,-6.7,79.8,28.28,1998-02-28
22710,1998,2,28,-5.01,-170.0,,,81.7,28.33,1998-02-28
903,1998,2,28,-0.2,-124.4,,,,27.4,1998-02-28
1431,1998,2,28,0.02,-139.9,-1.9,-5.7,80.9,27.95,1998-02-28
18193,1998,2,28,4.97,-170.0,-6.8,-4.8,75.6,27.5,1998-02-28
11186,1998,2,28,-2.02,-140.0,-0.3,-5.9,81.9,28.58,1998-02-28
9307,1998,2,28,2.03,-179.8,-5.8,-4.6,80.0,28.02,1998-02-28
19647,1998,2,28,-4.97,-110.0,-5.6,0.5,89.0,27.75,1998-02-28
24831,1998,2,28,8.03,-125.0,-4.0,-7.1,79.3,26.56,1998-02-28
27932,1998,2,28,8.06,-94.94,-1.5,-3.3,78.7,27.92,1998-02-28
32206,1998,2,28,8.96,-140.4,-6.8,-5.7,80.9,25.95,1998-02-28
4073,1998,2,28,-0.03,-170.0,-3.7,-5.3,87.0,27.95,1998-02-28
16135,1998,2,28,4.97,147.0,-3.7,-4.6,69.9,27.88,1998-02-28
23779,1998,2,28,-5.02,-95.06,-1.1,0.4,85.3,28.27,1998-02-28
19117,1998,2,28,5.03,-94.94,-1.0,-3.5,81.1,28.77,1998-02-28
8444,1998,2,28,2.0,165.0,-2.8,-6.3,80.8,27.69,1998-02-28
26333,1998,2,28,7.99,165.0,-4.6,-5.7,80.6,26.9,1998-02-28
31675,1998,2,28,-8.01,-95.1,-6.2,3.5,93.0,27.16,1998-02-28
25331,1998,2,28,7.98,-155.0,,,79.2,26.77,1998-02-28
26871,1998,2,28,8.01,-170.0,-6.7,-4.6,78.9,26.8,1998-02-28
8879,1998,2,28,1.98,-170.0,-3.5,-5.4,89.3,27.7,1998-02-28
5451,1998,2,28,2.08,-110.9,-3.6,0.4,79.5,29.02,1998-02-28
7459,1998,2,28,1.99,-155.0,-3.8,-5.1,,27.7,1998-02-28
30608,1998,2,28,-7.97,-170.0,4.9,-0.6,85.5,27.3,1998-02-28
22172,1998,2,28,-5.0,165.2,4.1,-9.6,78.0,28.38,1998-02-28
12251,1998,2,28,-1.99,155.9,,,78.3,28.08,1998-02-28
6351,1998,2,28,2.43,137.4,-4.0,-2.9,78.5,28.02,1998-02-28
26872,1998,3,1,8.01,-170.0,-6.2,-3.4,77.5,26.95,1998-03-01
904,1998,3,1,-0.2,-124.4,,,,26.98,1998-03-01
5978,1998,3,1,1.96,-125.06,-2.0,-4.6,88.9,26.6,1998-03-01
22711,1998,3,1,-5.01,-170.0,,,87.3,27.23,1998-03-01
12252,1998,3,1,-1.98,156.0,,,80.4,27.4,1998-03-01
18194,1998,3,1,4.97,-170.0,-6.6,-4.4,78.9,27.48,1998-03-01
25332,1998,3,1,7.98,-155.0,,,82.4,26.8,1998-03-01
21257,1998,3,1,-4.99,-155.0,-0.6,-2.8,83.4,28.02,1998-03-01
9308,1998,3,1,2.03,-179.8,-5.9,-5.1,77.9,28.23,1998-03-01
19648,1998,3,1,-4.98,-110.0,-6.4,0.6,85.4,28.45,1998-03-01
24832,1998,3,1,8.02,-125.0,-4.7,-6.6,78.9,26.5,1998-03-01
4516,1998,3,1,0.08,-179.9,-5.3,-5.9,82.4,28.69,1998-03-01
5452,1998,3,1,2.08,-110.9,-2.3,-0.1,76.6,29.38,1998-03-01
27410,1998,3,1,8.0,-179.9,,,,26.77,1998-03-01
23249,1998,3,1,-5.03,-180.0,-2.0,-5.8,,,1998-03-01
29009,1998,3,1,-7.97,-125.0,-5.1,0.2,74.1,28.33,1998-03-01
24295,1998,3,1,8.04,-110.1,-3.5,-6.7,,,1998-03-01
30071,1998,3,1,-8.03,164.9,,,90.0,27.89,1998-03-01
12788,1998,3,1,-1.92,164.4,0.0,-7.4,69.4,28.38,1998-03-01
31676,1998,3,1,-8.01,-95.1,-6.7,2.7,91.9,26.98,1998-03-01
3015,1998,3,1,0.06,156.1,,,82.3,27.23,1998-03-01
28471,1998,3,1,-8.05,-109.94,-7.1,2.6,90.6,27.69,1998-03-01
16136,1998,3,1,4.97,147.0,-2.6,-2.7,67.0,27.88,1998-03-01
19118,1998,3,1,5.03,-94.94,-0.4,-2.9,85.4,28.34,1998-03-01
14278,1998,3,1,-1.97,-95.0,-3.6,-0.3,80.4,28.86,1998-03-01
3544,1998,3,1,0.0,165.0,-2.0,-5.5,80.0,27.1,1998-03-01
20720,1998,3,1,-5.01,-139.9,0.8,-0.3,83.0,27.98,1998-03-01
6883,1998,3,1,1.97,-140.0,-4.8,-5.3,,27.3,1998-03-01
8880,1998,3,1,1.97,-170.0,-4.6,-4.9,89.7,27.84,1998-03-01
7460,1998,3,1,1.98,-155.0,-3.7,-4.7,,27.8,1998-03-01
4923,1998,3,1,0.12,-95.0,-2.7,-1.4,84.6,27.47,1998-03-01
424,1998,3,1,0.03,-110.0,,,,,1998-03-01
1432,1998,3,1,0.02,-139.9,-2.5,-5.2,84.3,27.69,1998-03-01
9725,1998,3,1,1.99,-95.0,0.2,-1.5,85.0,28.86,1998-03-01
15226,1998,3,1,5.14,-124.9,-2.2,-8.5,,,1998-03-01
4074,1998,3,1,-0.02,-170.0,-4.2,-5.0,87.4,28.11,1998-03-01
2486,1998,3,1,-0.01,-155.0,-1.5,-5.8,,28.62,1998-03-01
20184,1998,3,1,-5.01,-124.94,-3.0,0.1,83.4,27.73,1998-03-01
10117,1998,3,1,-1.98,-110.0,-4.6,0.5,82.5,28.61,1998-03-01
32207,1998,3,1,8.95,-140.4,-6.1,-6.0,80.9,25.84,1998-03-01
13296,1998,3,1,-2.16,-170.0,-2.2,-2.5,88.7,27.89,1998-03-01
22173,1998,3,1,-5.0,165.2,3.0,-8.7,73.3,28.56,1998-03-01
15726,1998,3,1,4.91,-139.9,-5.5,-6.0,82.0,27.8,1998-03-01
27933,1998,3,1,8.05,-94.94,-1.7,-4.0,78.7,28.12,1998-03-01
10652,1998,3,1,-2.03,-124.9,0.2,-1.5,84.9,27.77,1998-03-01
11723,1998,3,1,-2.02,-155.0,1.0,-6.4,83.3,28.12,1998-03-01
31148,1998,3,1,-7.98,-179.9,5.6,-4.6,,,1998-03-01
6352,1998,3,1,2.43,137.4,-2.1,-4.0,72.9,27.9,1998-03-01
25823,1998,3,1,8.08,156.0,-4.4,-3.5,75.5,27.05,1998-03-01
11187,1998,3,1,-2.02,-140.0,-1.4,-3.7,88.1,27.44,1998-03-01
17741,1998,3,1,5.03,165.0,-5.4,-3.2,74.3,27.84,1998-03-01
17210,1998,3,1,5.01,156.1,-2.5,-3.8,73.2,28.03,1998-03-01
23780,1998,3,1,-5.02,-95.06,-4.0,1.3,83.7,28.58,1998-03-01
16673,1998,3,1,4.98,-155.0,-6.1,-1.5,79.5,27.7,1998-03-01
8445,1998,3,1,2.01,165.0,-2.8,-4.1,80.8,27.56,1998-03-01
30609,1998,3,1,-7.97,-170.0,2.8,0.6,85.0,27.17,1998-03-01
7914,1998,3,1,2.07,156.2,-0.8,-6.5,73.0,27.94,1998-03-01
26334,1998,3,1,7.98,165.1,-5.7,-5.1,81.4,26.88,1998-03-01
1957,1998,3,1,0.0,147.0,1.1,-4.5,79.4,27.83,1998-03-01
10118,1998,3,2,-1.98,-110.0,-5.0,2.7,79.4,28.84,1998-03-02
8446,1998,3,2,2.0,165.0,-2.1,-3.0,81.6,27.47,1998-03-02
9726,1998,3,2,1.97,-95.0,-1.2,-2.4,83.4,29.45,1998-03-02
25333,1998,3,2,7.98,-155.0,,,79.6,26.72,1998-03-02
4924,1998,3,2,0.11,-95.0,-1.9,-2.0,84.2,27.88,1998-03-02
29010,1998,3,2,-7.97,-125.0,-4.4,-0.5,76.6,28.45,1998-03-02
12253,1998,3,2,-1.99,155.9,,,77.5,27.89,1998-03-02
2487,1998,3,2,-0.01,-155.0,-2.3,-5.4,,28.7,1998-03-02
32208,1998,3,2,8.96,-140.4,-5.8,-5.6,83.0,25.95,1998-03-02
24296,1998,3,2,8.04,-110.1,-2.1,-5.9,,,1998-03-02
7461,1998,3,2,1.98,-155.0,-3.5,-4.7,,27.8,1998-03-02
31677,1998,3,2,-8.02,-95.1,-6.5,5.0,86.1,27.58,1998-03-02
31149,1998,3,2,-7.98,-179.9,3.0,-6.0,,,1998-03-02
16137,1998,3,2,4.96,147.0,-3.1,-3.8,66.6,27.83,1998-03-02
23781,1998,3,2,-5.03,-95.06,-4.0,1.3,89.4,27.48,1998-03-02
19119,1998,3,2,5.03,-94.94,-0.6,-4.8,86.2,28.72,1998-03-02
12789,1998,3,2,-1.93,164.4,1.2,-7.4,71.9,28.31,1998-03-02
30610,1998,3,2,-7.97,-170.0,0.8,2.2,86.3,27.2,1998-03-02
30072,1998,3,2,-8.03,164.9,,,89.7,28.1,1998-03-02
26873,1998,3,2,8.01,-170.0,-6.6,-4.8,76.1,26.98,1998-03-02
6353,1998,3,2,2.43,137.4,-2.8,-2.8,75.7,27.9,1998-03-02
27411,1998,3,2,8.0,-179.9,,,,26.84,1998-03-02
425,1998,3,2,0.08,-110.0,,,,,1998-03-02
6884,1998,3,2,1.98,-140.0,-5.1,-5.7,,27.81,1998-03-02
8881,1998,3,2,1.97,-170.0,-4.8,-5.2,89.3,27.94,1998-03-02
26335,1998,3,2,7.99,165.1,-5.8,-4.5,81.0,26.88,1998-03-02
1433,1998,3,2,0.01,-139.9,-3.9,-4.4,86.1,27.3,1998-03-02
7915,1998,3,2,2.08,156.2,0.6,-5.7,76.6,27.73,1998-03-02
25824,1998,3,2,8.08,156.0,-3.9,-4.3,80.2,26.89,1998-03-02
15227,1998,3,2,5.14,-124.9,-2.6,-7.2,,,1998-03-02
17742,1998,3,2,5.03,165.0,-4.7,-1.1,78.3,27.47,1998-03-02
18195,1998,3,2,4.98,-170.0,-6.6,-4.4,77.2,27.66,1998-03-02
11188,1998,3,2,-2.01,-140.0,-0.9,-4.4,87.3,27.67,1998-03-02
3016,1998,3,2,0.06,156.1,,,83.5,27.19,1998-03-02
4517,1998,3,2,0.07,-179.9,-3.6,-6.4,84.5,28.73,1998-03-02
905,1998,3,2,-0.2,-124.4,,,,26.56,1998-03-02
5453,1998,3,2,2.08,-110.9,,,,,1998-03-02
16674,1998,3,2,4.98,-154.9,-5.7,-4.1,83.7,27.7,1998-03-02
17211,1998,3,2,5.0,156.1,-2.1,-3.8,74.0,28.16,1998-03-02
9309,1998,3,2,2.03,-179.8,-4.4,-5.2,79.6,28.23,1998-03-02
19649,1998,3,2,-4.98,-110.0,-5.8,2.2,82.5,28.53,1998-03-02
24833,1998,3,2,8.03,-125.0,-3.8,-6.3,79.7,26.42,1998-03-02
1958,1998,3,2,0.0,147.0,1.3,-4.3,73.6,27.9,1998-03-02
21258,1998,3,2,-5.0,-155.0,-0.4,-5.0,83.0,28.02,1998-03-02
22712,1998,3,2,-5.01,-170.0,,,86.1,28.25,1998-03-02
4075,1998,3,2,-0.02,-170.0,-3.3,-4.4,89.1,27.4,1998-03-02
13297,1998,3,2,-2.16,-170.0,0.3,-2.9,88.3,27.66,1998-03-02
5979,1998,3,2,1.96,-125.06,-2.8,-4.0,86.4,26.56,1998-03-02
3545,1998,3,2,0.0,165.0,-0.5,-4.6,81.2,26.88,1998-03-02
20721,1998,3,2,-5.01,-139.9,1.4,-3.6,83.8,28.14,1998-03-02
20185,1998,3,2,-5.01,-124.94,-4.5,0.7,80.4,28.98,1998-03-02
28472,1998,3,2,-8.05,-109.94,-6.0,1.6,85.3,27.88,1998-03-02
10653,1998,3,2,-2.03,-124.9,-1.3,1.3,83.2,28.2,1998-03-02
27934,1998,3,2,8.05,-94.94,-1.5,-4.2,77.9,28.19,1998-03-02
15727,1998,3,2,4.91,-139.9,-4.8,-6.7,80.4,27.77,1998-03-02
23250,1998,3,2,-5.03,-180.0,1.4,-5.3,,,1998-03-02
11724,1998,3,2,-2.01,-155.0,-1.1,-6.7,82.0,28.17,1998-03-02
22174,1998,3,2,-5.0,165.2,4.2,-8.7,75.0,28.38,1998-03-02
14279,1998,3,2,-1.98,-95.0,-2.2,-0.1,82.0,28.9,1998-03-02
8882,1998,3,3,1.98,-170.0,-4.3,-5.7,89.3,27.89,1998-03-03
9727,1998,3,3,1.98,-95.0,0.0,-1.5,84.2,29.06,1998-03-03
22175,1998,3,3,-5.0,165.2,3.6,-8.8,73.7,28.4,1998-03-03
3546,1998,3,3,0.0,165.0,-0.3,-4.3,84.0,26.73,1998-03-03
906,1998,3,3,-0.19,-124.4,,,,27.38,1998-03-03
17212,1998,3,3,5.0,156.1,-2.3,-5.8,76.0,28.27,1998-03-03
26874,1998,3,3,8.01,-170.0,-6.3,-4.0,71.0,26.83,1998-03-03
27935,1998,3,3,8.05,-94.94,-2.0,-4.0,81.8,28.31,1998-03-03
30611,1998,3,3,-7.97,-170.0,,,,27.56,1998-03-03
6885,1998,3,3,1.97,-140.0,-3.8,-6.7,,27.69,1998-03-03
15228,1998,3,3,5.14,-124.9,-2.5,-8.1,,,1998-03-03
27412,1998,3,3,7.99,-179.9,,,,26.84,1998-03-03
1434,1998,3,3,0.02,-139.9,-1.6,-6.1,85.4,27.4,1998-03-03
19650,1998,3,3,-4.98,-110.0,-5.4,4.4,80.5,28.4,1998-03-03
4518,1998,3,3,0.08,-179.9,,,,,1998-03-03
2488,1998,3,3,0.0,-155.0,-0.8,-4.8,,28.55,1998-03-03
7916,1998,3,3,2.08,156.2,0.5,-5.9,76.2,27.81,1998-03-03
25334,1998,3,3,7.98,-155.0,,,78.4,26.64,1998-03-03
10119,1998,3,3,-1.98,-110.0,-4.4,2.8,82.1,28.27,1998-03-03
23251,1998,3,3,-5.03,-180.0,4.5,-6.0,,,1998-03-03
5980,1998,3,3,1.96,-125.06,-3.6,-4.1,86.0,27.73,1998-03-03
22713,1998,3,3,-5.01,-170.0,,,87.7,27.8,1998-03-03
17743,1998,3,3,5.03,165.0,-4.8,-3.3,75.9,27.9,1998-03-03
10654,1998,3,3,-2.03,-124.9,1.2,-1.9,85.7,27.81,1998-03-03
24834,1998,3,3,8.02,-125.0,-3.9,-6.9,79.7,26.45,1998-03-03
18196,1998,3,3,4.97,-170.0,-6.1,-5.1,76.4,27.45,1998-03-03
3017,1998,3,3,0.06,156.1,,,84.3,27.16,1998-03-03
15728,1998,3,3,4.91,-139.9,-4.5,-7.0,80.0,27.72,1998-03-03
20186,1998,3,3,-5.02,-124.94,-5.1,1.9,85.6,28.23,1998-03-03
21259,1998,3,3,-5.0,-155.0,2.5,-4.7,83.4,27.94,1998-03-03
9310,1998,3,3,2.02,-179.8,-3.9,-4.7,79.2,28.27,1998-03-03
4076,1998,3,3,-0.03,-170.0,-4.8,-4.5,86.6,27.8,1998-03-03
1959,1998,3,3,0.0,147.0,0.4,-5.0,70.5,27.69,1998-03-03
16675,1998,3,3,4.98,-154.9,-4.5,-6.2,82.0,27.55,1998-03-03
31678,1998,3,3,-8.01,-95.1,-5.3,3.8,87.6,27.62,1998-03-03
13298,1998,3,3,-2.16,-170.0,-1.1,-4.2,84.8,28.17,1998-03-03
25825,1998,3,3,8.09,156.0,-4.2,-6.5,81.0,26.89,1998-03-03
11189,1998,3,3,-2.02,-140.0,-2.2,-6.4,85.2,28.58,1998-03-03
5454,1998,3,3,2.0,-110.0,,,,,1998-03-03
14280,1998,3,3,-1.97,-95.0,-2.1,2.7,84.0,28.34,1998-03-03
20722,1998,3,3,-5.01,-139.9,1.1,-3.4,85.8,27.75,1998-03-03
28473,1998,3,3,-8.05,-109.94,-6.0,2.8,82.5,27.77,1998-03-03
29011,1998,3,3,-7.97,-125.0,-5.0,1.8,76.6,28.66,1998-03-03
8447,1998,3,3,2.0,165.0,-2.4,-4.2,84.5,27.69,1998-03-03
23782,1998,3,3,-5.02,-95.06,-4.5,0.3,86.6,27.75,1998-03-03
16138,1998,3,3,4.97,147.0,-3.9,-4.2,72.1,27.9,1998-03-03
7462,1998,3,3,1.98,-155.0,-2.5,-4.7,,27.7,1998-03-03
26336,1998,3,3,7.99,165.1,-4.6,-4.5,79.8,27.03,1998-03-03
32209,1998,3,3,8.95,-140.4,-5.9,-4.8,80.5,25.92,1998-03-03
4925,1998,3,3,0.11,-95.0,-1.1,1.0,83.5,27.7,1998-03-03
426,1998,3,3,0.03,-110.0,-3.5,3.0,79.5,29.2,1998-03-03
29542,1998,3,3,-8.28,-155.0,4.9,-0.8,87.2,,1998-03-03
12790,1998,3,3,-1.92,164.4,0.9,-7.0,73.5,28.17,1998-03-03
19120,1998,3,3,5.03,-94.94,-1.1,-5.5,83.1,29.03,1998-03-03
6354,1998,3,3,2.43,137.4,-3.9,-3.3,78.1,27.86,1998-03-03
12254,1998,3,3,-1.99,155.9,,,73.8,28.23,1998-03-03
31150,1998,3,3,-7.97,-179.9,6.1,-6.3,,,1998-03-03
24297,1998,3,3,8.04,-110.1,-2.7,-5.8,,,1998-03-03
30073,1998,3,3,-8.04,164.9,,,96.5,27.84,1998-03-03
11725,1998,3,3,-2.0,-155.0,1.2,-5.5,80.2,28.3,1998-03-03
26337,1998,3,4,7.98,165.1,-4.4,-4.2,78.6,27.06,1998-03-04
27413,1998,3,4,8.0,-179.9,,,,26.89,1998-03-04
22176,1998,3,4,-5.0,165.2,5.3,-7.1,74.1,28.55,1998-03-04
32210,1998,3,4,8.96,-140.4,-4.3,-6.5,81.3,25.61,1998-03-04
27936,1998,3,4,8.05,-94.94,-2.8,-2.4,83.3,28.55,1998-03-04
17744,1998,3,4,5.02,165.0,-5.0,-3.1,75.1,27.95,1998-03-04
7917,1998,3,4,2.07,156.2,-2.1,-5.1,77.8,27.73,1998-03-04
6355,1998,3,4,2.43,137.4,-2.9,-4.0,75.7,27.98,1998-03-04
21260,1998,3,4,-4.99,-155.0,1.5,-3.5,83.0,27.84,1998-03-04
11726,1998,3,4,-1.99,-155.0,1.5,-4.6,78.0,28.45,1998-03-04
9728,1998,3,4,1.98,-95.0,0.5,1.6,87.9,28.05,1998-03-04
29012,1998,3,4,-7.97,-125.0,-4.5,-1.3,81.3,28.17,1998-03-04
16139,1998,3,4,4.97,147.0,-5.0,-5.1,77.1,27.88,1998-03-04
427,1998,3,4,0.02,-109.94,-2.8,3.4,86.6,28.47,1998-03-04
6886,1998,3,4,1.97,-140.0,-2.7,-6.5,,27.69,1998-03-04
4926,1998,3,4,0.11,-95.0,2.2,4.2,87.5,26.62,1998-03-04
12791,1998,3,4,-1.92,164.4,0.9,-5.8,72.7,28.2,1998-03-04
19121,1998,3,4,5.03,-94.94,-1.5,-1.5,84.3,29.03,1998-03-04
26875,1998,3,4,8.01,-170.0,-6.9,-4.1,76.5,27.06,1998-03-04
15729,1998,3,4,4.91,-139.9,-2.2,-7.5,82.0,27.72,1998-03-04
12255,1998,3,4,-1.99,155.9,,,73.3,28.16,1998-03-04
30612,1998,3,4,-7.98,-170.0,3.5,-3.0,81.2,,1998-03-04
23252,1998,3,4,-5.03,-180.0,3.5,-6.1,,,1998-03-04
22714,1998,3,4,-5.02,-170.0,,,83.7,28.88,1998-03-04
24835,1998,3,4,8.03,-125.0,-3.3,-5.6,79.7,26.38,1998-03-04
16676,1998,3,4,4.98,-154.9,-4.7,-5.7,80.8,27.6,1998-03-04
9311,1998,3,4,2.03,-179.8,-4.8,-5.3,78.8,28.2,1998-03-04
1960,1998,3,4,0.0,147.0,-1.6,-5.8,72.4,27.83,1998-03-04
17213,1998,3,4,4.99,156.1,-3.8,-4.8,76.8,28.11,1998-03-04
15229,1998,3,4,5.14,-124.9,-1.6,-7.2,,,1998-03-04
20723,1998,3,4,-5.01,-139.9,3.0,-1.3,88.6,26.73,1998-03-04
28474,1998,3,4,-8.05,-109.94,-5.9,2.2,81.5,27.72,1998-03-04
10655,1998,3,4,-2.03,-124.9,-0.2,0.3,85.3,27.73,1998-03-04
19651,1998,3,4,-4.97,-110.0,-5.2,4.2,81.7,28.38,1998-03-04
18197,1998,3,4,4.97,-170.0,-6.9,-4.3,76.4,27.66,1998-03-04
3018,1998,3,4,0.05,156.1,,,85.1,27.05,1998-03-04
907,1998,3,4,-0.19,-124.4,,,,26.72,1998-03-04
4077,1998,3,4,-0.04,-170.0,-3.4,-5.9,87.4,27.8,1998-03-04
8883,1998,3,4,1.97,-170.0,-4.1,-5.5,87.7,27.94,1998-03-04
5455,1998,3,4,2.07,-110.1,-0.9,0.1,81.0,,1998-03-04
5981,1998,3,4,1.96,-125.06,-4.6,-3.9,89.3,27.19,1998-03-04
11190,1998,3,4,-2.03,-140.0,-2.0,-3.8,89.3,27.7,1998-03-04
1435,1998,3,4,0.01,-139.9,-0.3,-5.4,86.5,27.3,1998-03-04
14281,1998,3,4,-1.97,-95.0,1.3,2.8,89.2,27.16,1998-03-04
31679,1998,3,4,-8.01,-95.06,-6.1,5.0,84.2,27.66,1998-03-04
20187,1998,3,4,-5.02,-124.94,-3.5,-0.7,86.4,27.27,1998-03-04
25335,1998,3,4,7.99,-155.0,,,79.2,26.72,1998-03-04
25826,1998,3,4,8.08,156.0,-4.8,-4.8,78.3,27.05,1998-03-04
31151,1998,3,4,-7.97,-179.9,6.8,-3.4,,,1998-03-04
23783,1998,3,4,-5.01,-95.06,-4.2,3.6,82.1,28.62,1998-03-04
8448,1998,3,4,2.0,165.0,-2.6,-3.7,84.5,27.73,1998-03-04
4519,1998,3,4,0.08,-179.9,-4.3,-5.9,84.5,28.73,1998-03-04
7463,1998,3,4,1.98,-155.0,-1.8,-5.8,,27.8,1998-03-04
10120,1998,3,4,-1.98,-110.0,-4.6,3.6,82.5,28.02,1998-03-04
29543,1998,3,4,-8.28,-155.0,,,,,1998-03-04
24298,1998,3,4,8.04,-110.1,-3.2,-3.6,,,1998-03-04
13299,1998,3,4,-2.16,-170.0,-2.4,-6.2,85.5,28.84,1998-03-04
30074,1998,3,4,-8.03,164.9,,,94.1,27.66,1998-03-04
3547,1998,3,4,0.0,165.0,-1.6,-4.2,87.6,26.84,1998-03-04
2489,1998,3,4,0.0,-155.0,-0.1,-4.3,,28.06,1998-03-04
21261,1998,3,5,-4.99,-155.0,1.7,-3.7,85.1,27.69,1998-03-05
20724,1998,3,5,-5.01,-139.9,4.0,-1.4,81.8,27.83,1998-03-05
12792,1998,3,5,-1.91,164.4,-0.1,-5.8,66.6,28.2,1998-03-05
24299,1998,3,5,8.04,-110.1,,,,,1998-03-05
14282,1998,3,5,-1.97,-95.0,-3.8,2.3,83.2,28.31,1998-03-05
19122,1998,3,5,5.03,-94.94,-1.4,-1.9,84.3,28.9,1998-03-05
16677,1998,3,5,4.98,-154.9,-6.8,-4.9,80.8,27.7,1998-03-05
6887,1998,3,5,1.97,-140.0,-2.4,-7.1,,27.53,1998-03-05
1961,1998,3,5,0.0,147.0,-2.0,-5.2,78.6,28.1,1998-03-05
30075,1998,3,5,-8.04,164.9,,,93.8,27.84,1998-03-05
428,1998,3,5,0.02,-109.94,-1.5,2.6,87.8,27.95,1998-03-05
29013,1998,3,5,-7.97,-125.0,-4.9,-0.4,84.7,27.73,1998-03-05
22177,1998,3,5,-5.0,165.2,3.6,-7.0,75.0,28.53,1998-03-05
4078,1998,3,5,-0.04,-170.1,-3.4,-6.1,86.2,28.03,1998-03-05
5456,1998,3,5,2.07,-110.1,0.9,-0.9,81.4,28.66,1998-03-05
3548,1998,3,5,0.0,165.0,-2.0,-3.8,86.0,26.81,1998-03-05
4927,1998,3,5,0.12,-95.0,0.7,1.0,78.4,27.9,1998-03-05
27937,1998,3,5,8.06,-94.94,-2.8,-3.4,84.8,28.72,1998-03-05
29544,1998,3,5,-8.28,-155.0,,,,,1998-03-05
32211,1998,3,5,8.96,-140.4,-5.2,-5.9,79.6,25.73,1998-03-05
11727,1998,3,5,-2.0,-155.0,0.1,-6.1,82.8,28.2,1998-03-05
23253,1998,3,5,-5.03,-180.0,2.4,-5.5,,,1998-03-05
10121,1998,3,5,-1.98,-110.0,-4.5,2.0,82.9,28.84,1998-03-05
15730,1998,3,5,4.92,-139.9,-2.6,-7.5,77.5,27.42,1998-03-05
6356,1998,3,5,2.43,137.4,-3.1,-5.1,81.6,27.94,1998-03-05
11191,1998,3,5,-2.02,-140.0,0.8,-4.0,90.2,26.95,1998-03-05
26876,1998,3,5,8.01,-170.0,-6.6,-3.8,74.8,27.03,1998-03-05
12256,1998,3,5,-1.99,155.9,,,74.6,28.05,1998-03-05
30613,1998,3,5,-7.98,-170.0,3.3,-4.1,81.7,,1998-03-05
19652,1998,3,5,-4.97,-110.0,-5.5,1.1,87.8,28.38,1998-03-05
13300,1998,3,5,-2.16,-170.0,-2.0,-6.4,87.5,28.81,1998-03-05
9729,1998,3,5,1.99,-95.0,-0.9,1.5,81.8,29.25,1998-03-05
8884,1998,3,5,1.97,-170.0,-4.1,-4.3,88.9,27.89,1998-03-05
28475,1998,3,5,-8.05,-109.94,-7.5,4.7,88.5,27.8,1998-03-05
908,1998,3,5,-0.19,-124.4,,,,26.89,1998-03-05
25336,1998,3,5,7.98,-155.0,,,78.0,26.8,1998-03-05
17745,1998,3,5,5.02,165.0,-4.9,-3.5,83.2,27.2,1998-03-05
26338,1998,3,5,7.98,165.1,-5.5,-5.2,81.4,27.25,1998-03-05
27414,1998,3,5,8.0,-179.9,,,,26.94,1998-03-05
1436,1998,3,5,0.01,-139.9,1.9,-4.6,88.4,26.66,1998-03-05
15230,1998,3,5,5.14,-124.9,0.4,-7.1,,,1998-03-05
18198,1998,3,5,4.97,-170.0,-6.8,-3.2,76.4,27.64,1998-03-05
31680,1998,3,5,-8.01,-95.1,-5.7,5.1,82.3,27.7,1998-03-05
8449,1998,3,5,1.99,165.0,-2.6,-2.8,84.9,27.77,1998-03-05
7918,1998,3,5,2.07,156.2,-2.5,-5.5,78.2,27.89,1998-03-05
17214,1998,3,5,4.99,156.1,-4.2,-4.7,76.4,28.16,1998-03-05
3019,1998,3,5,0.06,156.1,,,85.5,27.19,1998-03-05
9312,1998,3,5,2.02,-179.8,-4.3,-3.6,77.9,28.12,1998-03-05
7464,1998,3,5,1.98,-155.0,-3.2,-6.6,,27.86,1998-03-05
20188,1998,3,5,-5.02,-124.94,-2.5,-0.5,78.9,28.81,1998-03-05
2490,1998,3,5,-0.01,-155.0,-2.0,-5.3,,27.95,1998-03-05
4520,1998,3,5,0.08,-179.9,-3.7,-4.6,84.1,28.48,1998-03-05
22715,1998,3,5,-5.02,-170.0,,,86.1,28.6,1998-03-05
10656,1998,3,5,-2.03,-124.9,-2.8,-0.4,82.4,28.25,1998-03-05
16140,1998,3,5,4.96,147.0,-4.2,-5.3,73.3,27.88,1998-03-05
25827,1998,3,5,8.09,156.0,-5.3,-4.5,80.2,26.94,1998-03-05
23784,1998,3,5,-5.01,-95.06,-5.2,4.7,85.3,28.27,1998-03-05
24836,1998,3,5,8.03,-125.0,-0.7,-5.8,77.0,26.34,1998-03-05
5982,1998,3,5,1.97,-125.06,-2.3,-2.5,83.9,27.97,1998-03-05
6357,1998,3,6,2.42,137.4,-3.0,-6.7,80.0,27.86,1998-03-06
23785,1998,3,6,-5.02,-95.06,-5.4,2.5,84.1,28.31,1998-03-06
14696,1998,3,6,4.97,-110.0,-0.1,-7.4,79.1,28.27,1998-03-06
26877,1998,3,6,8.0,-170.0,-5.1,-5.4,76.5,26.83,1998-03-06
18199,1998,3,6,4.97,-170.0,-5.3,-5.1,78.9,27.52,1998-03-06
